Rate_adj,health_event,Visit,Geography,year,age_group,month,Sex,rate_per_10k,rate_per_10kpy,count,dailyMean
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2005-2007,Total,Total,Total,33.52,11.174,463,0.423
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2006-2008,Total,Total,Total,30.18,10.059,412,0.376
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2007-2009,Total,Total,Total,29.10,9.701,402,0.367
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2008-2010,Total,Total,Total,28.46,9.487,386,0.352
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2009-2011,Total,Total,Total,27.11,9.037,365,0.333
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2010-2012,Total,Total,Total,25.47,8.490,338,0.308
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2011-2013,Total,Total,Total,22.88,7.626,310,0.283
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2012-2014,Total,Total,Total,22.23,7.410,303,0.276
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2013-2015,Total,Total,Total,19.61,6.536,272,0.248
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2014-2016,Total,Total,Total,17.87,5.958,240,0.219
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2015-2017,Total,Total,Total,14.30,4.768,189,0.172
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2016-2018,Total,Total,Total,12.51,4.169,155,0.141
Age-Adjusted Rate,Asthma,Inpatient,Chautauqua,2017-2019,Total,Total,Total,,,125,0.114
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2000-2002,Total,Total,Total,37.51,12.502,327,0.298
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2000-2019,Total,Total,Total,229.62,11.481,2031,0.278
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2001-2003,Total,Total,Total,43.81,14.602,380,0.347
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2002-2004,Total,Total,Total,46.87,15.625,407,0.371
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2003-2005,Total,Total,Total,47.37,15.789,415,0.379
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2004-2006,Total,Total,Total,44.29,14.765,389,0.355
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2005-2007,Total,Total,Total,42.46,14.153,372,0.340
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2006-2008,Total,Total,Total,40.34,13.446,357,0.326
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2007-2009,Total,Total,Total,43.44,14.481,389,0.355
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2008-2010,Total,Total,Total,44.85,14.949,409,0.373
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2009-2011,Total,Total,Total,44.43,14.811,406,0.371
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2010-2012,Total,Total,Total,42.13,14.045,385,0.351
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2011-2013,Total,Total,Total,38.38,12.794,352,0.321
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2012-2014,Total,Total,Total,34.50,11.502,318,0.290
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2013-2015,Total,Total,Total,26.45,8.815,246,0.225
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2014-2016,Total,Total,Total,19.50,6.501,177,0.161
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2015-2017,Total,Total,Total,13.97,4.656,126,0.115
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2016-2018,Total,Total,Total,12.21,4.070,107,0.098
Age-Adjusted Rate,Asthma,Inpatient,Chemung,2017-2019,Total,Total,Total,,,113,0.103
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2000-2002,Total,Total,Total,26.23,8.743,129,0.118
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2000-2019,Total,Total,Total,131.84,6.592,668,0.091
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2001-2003,Total,Total,Total,28.97,9.657,144,0.132
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2002-2004,Total,Total,Total,27.58,9.193,140,0.128
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2003-2005,Total,Total,Total,23.73,7.910,121,0.110
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2004-2006,Total,Total,Total,23.42,7.807,120,0.109
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2005-2007,Total,Total,Total,23.44,7.812,120,0.110
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2006-2008,Total,Total,Total,22.32,7.441,115,0.105
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2007-2009,Total,Total,Total,21.60,7.199,113,0.103
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2008-2010,Total,Total,Total,21.41,7.136,112,0.102
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2009-2011,Total,Total,Total,22.42,7.472,122,0.111
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2010-2012,Total,Total,Total,22.99,7.665,121,0.110
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2011-2013,Total,Total,Total,21.49,7.164,116,0.106
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2012-2014,Total,Total,Total,20.20,6.733,106,0.097
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2013-2015,Total,Total,Total,17.56,5.852,96,0.088
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2014-2016,Total,Total,Total,14.31,4.769,73,0.067
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2015-2017,Total,Total,Total,9.80,3.268,50,0.046
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2016-2018,Total,Total,Total,7.05,2.351,33,0.030
Age-Adjusted Rate,Asthma,Inpatient,Chenango,2017-2019,Total,Total,Total,,,31,0.028
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2000-2002,Total,Total,Total,41.75,13.918,315,0.287
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2000-2019,Total,Total,Total,221.52,11.076,1821,0.249
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2001-2003,Total,Total,Total,44.75,14.917,343,0.313
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2002-2004,Total,Total,Total,45.75,15.249,356,0.325
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2003-2005,Total,Total,Total,52.57,17.522,413,0.377
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2004-2006,Total,Total,Total,50.43,16.811,400,0.365
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2005-2007,Total,Total,Total,48.63,16.210,389,0.355
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2006-2008,Total,Total,Total,40.69,13.563,334,0.305
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2007-2009,Total,Total,Total,44.22,14.740,360,0.328
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2008-2010,Total,Total,Total,45.90,15.301,379,0.346
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2009-2011,Total,Total,Total,47.81,15.936,398,0.363
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2010-2012,Total,Total,Total,41.87,13.957,354,0.323
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2011-2013,Total,Total,Total,33.65,11.215,283,0.258
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2012-2014,Total,Total,Total,27.25,9.084,232,0.212
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2013-2015,Total,Total,Total,24.64,8.213,213,0.195
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2014-2016,Total,Total,Total,18.50,6.167,163,0.149
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2015-2017,Total,Total,Total,12.81,4.269,110,0.100
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2016-2018,Total,Total,Total,6.74,2.247,55,0.050
Age-Adjusted Rate,Asthma,Inpatient,Clinton,2017-2019,Total,Total,Total,,,46,0.042
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2000-2002,Total,Total,Total,10.59,3.529,66,0.060
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2000-2019,Total,Total,Total,142.81,7.141,863,0.118
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2001-2003,Total,Total,Total,15.34,5.112,88,0.080
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2002-2004,Total,Total,Total,20.04,6.681,115,0.105
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2003-2005,Total,Total,Total,22.66,7.552,133,0.121
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2004-2006,Total,Total,Total,19.77,6.591,121,0.110
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2005-2007,Total,Total,Total,20.07,6.689,122,0.111
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2006-2008,Total,Total,Total,20.33,6.777,123,0.112
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2007-2009,Total,Total,Total,23.63,7.876,144,0.131
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2008-2010,Total,Total,Total,25.02,8.340,155,0.141
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2009-2011,Total,Total,Total,25.62,8.540,157,0.143
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2010-2012,Total,Total,Total,26.26,8.753,161,0.147
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2011-2013,Total,Total,Total,25.40,8.466,161,0.147
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2012-2014,Total,Total,Total,28.38,9.461,174,0.159
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2013-2015,Total,Total,Total,28.60,9.533,178,0.163
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2014-2016,Total,Total,Total,27.24,9.080,161,0.147
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2015-2017,Total,Total,Total,22.02,7.340,130,0.119
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2016-2018,Total,Total,Total,19.32,6.441,106,0.097
Age-Adjusted Rate,Asthma,Inpatient,Columbia,2017-2019,Total,Total,Total,,,111,0.101
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2000-2002,Total,Total,Total,37.62,12.539,170,0.155
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2000-2019,Total,Total,Total,152.06,7.603,672,0.092
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2001-2003,Total,Total,Total,34.46,11.487,156,0.142
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2002-2004,Total,Total,Total,31.86,10.620,142,0.130
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2003-2005,Total,Total,Total,27.77,9.258,125,0.114
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2004-2006,Total,Total,Total,24.88,8.294,109,0.099
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2005-2007,Total,Total,Total,24.51,8.171,110,0.100
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2006-2008,Total,Total,Total,24.78,8.259,112,0.102
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2007-2009,Total,Total,Total,22.16,7.387,103,0.094
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2008-2010,Total,Total,Total,21.26,7.086,95,0.087
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2009-2011,Total,Total,Total,18.68,6.227,84,0.077
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2010-2012,Total,Total,Total,21.21,7.070,91,0.083
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2011-2013,Total,Total,Total,20.38,6.792,92,0.084
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2012-2014,Total,Total,Total,18.29,6.095,82,0.075
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2013-2015,Total,Total,Total,13.94,4.648,65,0.059
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2014-2016,Total,Total,Total,11.19,3.731,49,0.045
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2015-2017,Total,Total,Total,10.14,3.379,43,0.039
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2016-2018,Total,Total,Total,12.09,4.030,50,0.046
Age-Adjusted Rate,Asthma,Inpatient,Cortland,2017-2019,Total,Total,Total,,,70,0.064
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2000-2002,Total,Total,Total,35.92,11.973,167,0.152
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2000-2019,Total,Total,Total,181.09,9.055,847,0.116
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2001-2003,Total,Total,Total,40.62,13.540,189,0.173
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2002-2004,Total,Total,Total,38.12,12.706,182,0.166
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2003-2005,Total,Total,Total,37.93,12.642,182,0.166
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2004-2006,Total,Total,Total,34.88,11.626,165,0.151
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2005-2007,Total,Total,Total,35.11,11.704,162,0.148
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2006-2008,Total,Total,Total,34.03,11.344,161,0.147
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2007-2009,Total,Total,Total,32.49,10.829,157,0.143
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2008-2010,Total,Total,Total,28.24,9.413,142,0.130
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2009-2011,Total,Total,Total,28.39,9.465,144,0.132
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2010-2012,Total,Total,Total,24.81,8.270,129,0.118
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2011-2013,Total,Total,Total,26.94,8.979,132,0.120
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2012-2014,Total,Total,Total,21.93,7.310,110,0.100
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2013-2015,Total,Total,Total,19.73,6.577,101,0.092
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2014-2016,Total,Total,Total,13.80,4.599,71,0.065
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2015-2017,Total,Total,Total,11.61,3.869,53,0.048
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2016-2018,Total,Total,Total,11.09,3.696,46,0.042
Age-Adjusted Rate,Asthma,Inpatient,Delaware,2017-2019,Total,Total,Total,,,47,0.043
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2000-2002,Total,Total,Total,32.82,10.940,915,0.835
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2000-2019,Total,Total,Total,233.82,11.691,6476,0.887
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2001-2003,Total,Total,Total,34.13,11.377,956,0.873
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2002-2004,Total,Total,Total,36.70,12.233,1028,0.938
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2003-2005,Total,Total,Total,36.23,12.077,1020,0.931
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2004-2006,Total,Total,Total,36.20,12.068,1017,0.928
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2005-2007,Total,Total,Total,35.70,11.901,1008,0.921
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2006-2008,Total,Total,Total,37.21,12.403,1052,0.960
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2007-2009,Total,Total,Total,40.30,13.434,1138,1.038
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2008-2010,Total,Total,Total,37.89,12.629,1073,0.979
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2009-2011,Total,Total,Total,36.32,12.106,1035,0.945
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2010-2012,Total,Total,Total,34.82,11.608,1002,0.914
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2011-2013,Total,Total,Total,37.75,12.583,1068,0.974
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2012-2014,Total,Total,Total,40.35,13.449,1129,1.030
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2013-2015,Total,Total,Total,39.45,13.151,1076,0.983
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2014-2016,Total,Total,Total,36.32,12.108,970,0.885
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2015-2017,Total,Total,Total,33.02,11.007,849,0.775
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2016-2018,Total,Total,Total,31.44,10.479,784,0.715
Age-Adjusted Rate,Asthma,Inpatient,Dutchess,2017-2019,Total,Total,Total,,,748,0.683
Age-Adjusted Rate,Asthma,Inpatient,Erie,2000-2002,Total,Total,Total,31.35,10.450,2957,2.698
Age-Adjusted Rate,Asthma,Inpatient,Erie,2000-2019,Total,Total,Total,220.26,11.013,19803,2.711
Age-Adjusted Rate,Asthma,Inpatient,Erie,2001-2003,Total,Total,Total,34.32,11.440,3224,2.944
Age-Adjusted Rate,Asthma,Inpatient,Erie,2002-2004,Total,Total,Total,36.58,12.193,3405,3.107
Age-Adjusted Rate,Asthma,Inpatient,Erie,2003-2005,Total,Total,Total,39.64,13.213,3664,3.343
Age-Adjusted Rate,Asthma,Inpatient,Erie,2004-2006,Total,Total,Total,40.70,13.566,3687,3.364
Age-Adjusted Rate,Asthma,Inpatient,Erie,2005-2007,Total,Total,Total,40.45,13.483,3626,3.311
Age-Adjusted Rate,Asthma,Inpatient,Erie,2006-2008,Total,Total,Total,38.74,12.913,3471,3.167
Age-Adjusted Rate,Asthma,Inpatient,Erie,2007-2009,Total,Total,Total,40.50,13.499,3650,3.330
Age-Adjusted Rate,Asthma,Inpatient,Erie,2008-2010,Total,Total,Total,41.19,13.729,3695,3.371
Age-Adjusted Rate,Asthma,Inpatient,Erie,2009-2011,Total,Total,Total,39.80,13.266,3566,3.257
Age-Adjusted Rate,Asthma,Inpatient,Erie,2010-2012,Total,Total,Total,34.54,11.512,3119,2.846
Age-Adjusted Rate,Asthma,Inpatient,Erie,2011-2013,Total,Total,Total,30.77,10.257,2816,2.569
Age-Adjusted Rate,Asthma,Inpatient,Erie,2012-2014,Total,Total,Total,31.51,10.505,2832,2.584
Age-Adjusted Rate,Asthma,Inpatient,Erie,2013-2015,Total,Total,Total,29.77,9.924,2657,2.426
Age-Adjusted Rate,Asthma,Inpatient,Erie,2014-2016,Total,Total,Total,28.76,9.586,2471,2.255
Age-Adjusted Rate,Asthma,Inpatient,Erie,2015-2017,Total,Total,Total,25.84,8.615,2160,1.971
Age-Adjusted Rate,Asthma,Inpatient,Erie,2016-2018,Total,Total,Total,24.92,8.305,2024,1.847
Age-Adjusted Rate,Asthma,Inpatient,Erie,2017-2019,Total,Total,Total,,,1871,1.709
Age-Adjusted Rate,Asthma,Inpatient,Essex,2000-2002,Total,Total,Total,15.47,5.156,60,0.055
Age-Adjusted Rate,Asthma,Inpatient,Essex,2000-2019,Total,Total,Total,93.50,4.675,394,0.054
Age-Adjusted Rate,Asthma,Inpatient,Essex,2001-2003,Total,Total,Total,18.43,6.145,74,0.068
Age-Adjusted Rate,Asthma,Inpatient,Essex,2002-2004,Total,Total,Total,19.50,6.499,79,0.072
Age-Adjusted Rate,Asthma,Inpatient,Essex,2003-2005,Total,Total,Total,20.19,6.731,83,0.076
Age-Adjusted Rate,Asthma,Inpatient,Essex,2004-2006,Total,Total,Total,19.25,6.417,81,0.074
Age-Adjusted Rate,Asthma,Inpatient,Essex,2005-2007,Total,Total,Total,17.42,5.807,78,0.071
Age-Adjusted Rate,Asthma,Inpatient,Essex,2006-2008,Total,Total,Total,19.89,6.629,90,0.082
Age-Adjusted Rate,Asthma,Inpatient,Essex,2007-2009,Total,Total,Total,19.23,6.411,88,0.080
Age-Adjusted Rate,Asthma,Inpatient,Essex,2008-2010,Total,Total,Total,22.27,7.422,97,0.089
Age-Adjusted Rate,Asthma,Inpatient,Essex,2009-2011,Total,Total,Total,19.70,6.567,85,0.078
Age-Adjusted Rate,Asthma,Inpatient,Essex,2010-2012,Total,Total,Total,18.71,6.236,76,0.069
Age-Adjusted Rate,Asthma,Inpatient,Essex,2011-2013,Total,Total,Total,12.92,4.305,55,0.050
Age-Adjusted Rate,Asthma,Inpatient,Essex,2012-2014,Total,Total,Total,11.50,3.832,49,0.045
Age-Adjusted Rate,Asthma,Inpatient,Essex,2013-2015,Total,Total,Total,8.64,2.879,42,0.038
Age-Adjusted Rate,Asthma,Inpatient,Essex,2014-2016,Total,Total,Total,7.40,2.467,35,0.032
Age-Adjusted Rate,Asthma,Inpatient,Essex,2015-2017,Total,Total,Total,5.31,1.770,25,0.023
Age-Adjusted Rate,Asthma,Inpatient,Essex,2016-2018,Total,Total,Total,3.29,1.096,13,0.012
Age-Adjusted Rate,Asthma,Inpatient,Essex,2017-2019,Total,Total,Total,,,9,0.008
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2000-2002,Total,Total,Total,30.75,10.250,147,0.134
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2000-2019,Total,Total,Total,163.82,8.191,824,0.113
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2001-2003,Total,Total,Total,31.54,10.515,150,0.137
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2002-2004,Total,Total,Total,32.39,10.797,157,0.143
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2003-2005,Total,Total,Total,29.75,9.916,143,0.130
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2004-2006,Total,Total,Total,25.19,8.398,124,0.113
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2005-2007,Total,Total,Total,26.14,8.712,133,0.121
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2006-2008,Total,Total,Total,28.49,9.497,151,0.138
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2007-2009,Total,Total,Total,36.64,12.214,195,0.178
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2008-2010,Total,Total,Total,41.01,13.668,216,0.197
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2009-2011,Total,Total,Total,41.62,13.874,215,0.196
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2010-2012,Total,Total,Total,32.76,10.921,166,0.151
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2011-2013,Total,Total,Total,25.22,8.408,128,0.117
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2012-2014,Total,Total,Total,19.31,6.436,96,0.088
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2013-2015,Total,Total,Total,16.99,5.664,86,0.079
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2014-2016,Total,Total,Total,13.31,4.436,66,0.060
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2015-2017,Total,Total,Total,9.59,3.197,46,0.042
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2016-2018,Total,Total,Total,7.66,2.554,34,0.031
Age-Adjusted Rate,Asthma,Inpatient,Franklin,2017-2019,Total,Total,Total,,,37,0.034
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2000-2002,Total,Total,Total,60.99,20.330,320,0.292
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2000-2019,Total,Total,Total,295.33,14.767,1532,0.210
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2001-2003,Total,Total,Total,57.17,19.055,299,0.273
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2002-2004,Total,Total,Total,53.04,17.680,284,0.259
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2003-2005,Total,Total,Total,57.66,19.221,304,0.277
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2004-2006,Total,Total,Total,60.34,20.113,317,0.289
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2005-2007,Total,Total,Total,58.64,19.547,306,0.279
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2006-2008,Total,Total,Total,54.22,18.074,285,0.260
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2007-2009,Total,Total,Total,55.01,18.336,289,0.264
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2008-2010,Total,Total,Total,57.43,19.143,302,0.276
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2009-2011,Total,Total,Total,57.88,19.292,306,0.279
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2010-2012,Total,Total,Total,47.05,15.684,254,0.232
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2011-2013,Total,Total,Total,42.18,14.061,223,0.203
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2012-2014,Total,Total,Total,37.56,12.521,193,0.176
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2013-2015,Total,Total,Total,36.05,12.015,181,0.165
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2014-2016,Total,Total,Total,28.86,9.619,142,0.130
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2015-2017,Total,Total,Total,20.23,6.742,101,0.092
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2016-2018,Total,Total,Total,12.97,4.323,62,0.057
Age-Adjusted Rate,Asthma,Inpatient,Fulton,2017-2019,Total,Total,Total,,,44,0.040
Age-Adjusted Rate,Asthma,Inpatient,Genesee,2000-2002,Total,Total,Total,26.34,8.780,158,0.144
Age-Adjusted Rate,Asthma,Inpatient,Genesee,2000-2019,Total,Total,Total,149.02,7.451,901,0.123
Age-Adjusted Rate,Asthma,Inpatient,Genesee,2001-2003,Total,Total,Total,26.56,8.854,163,0.149
