rate_adj,health_event,geography,geography_code,year,sex,race,age,Count,Population,rate,lb,ub,significance
Crude/Age-Specific Rate,Asthma,Mercer,85,2000,Male,All Races,Adult,27,"43,836",61.6,38.4,84.8,
Crude/Age-Specific Rate,Asthma,Mifflin,87,2000,Male,All Races,Adult,15,"16,587",90.4,44.7,136.2,
Crude/Age-Specific Rate,Asthma,Monroe,89,2000,Male,All Races,Adult,28,"49,322",56.8,35.7,77.8,
Crude/Age-Specific Rate,Asthma,Montgomery,91,2000,Male,All Races,Adult,140,"269,525",51.9,43.3,60.5,-
Crude/Age-Specific Rate,Asthma,Montour,93,2000,Male,All Races,Adult,ND,"6,377",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2000,Male,All Races,Adult,74,"97,993",75.5,58.3,92.7,
Crude/Age-Specific Rate,Asthma,Northumberland,97,2000,Male,All Races,Adult,ND,"35,559",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2000,Male,All Races,Adult,10,"15,980",62.6,23.8,101.4,
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2000,Male,All Races,Adult,849,"510,257",166.4,155.2,177.6,+
Crude/Age-Specific Rate,Asthma,Pike,103,2000,Male,All Races,Adult,10,"16,741",59.7,22.7,96.8,
Crude/Age-Specific Rate,Asthma,Potter,105,2000,Male,All Races,Adult,ND,"6,513",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2000,Male,All Races,Adult,52,"58,647",88.7,64.6,112.8,
Crude/Age-Specific Rate,Asthma,Snyder,109,2000,Male,All Races,Adult,ND,"13,758",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2000,Male,All Races,Adult,14,"30,911",45.3,21.6,69,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2000,Male,All Races,Adult,ND,"2,600",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2000,Male,All Races,Adult,ND,"15,397",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2000,Male,All Races,Adult,ND,"15,195",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2000,Male,All Races,Adult,ND,"18,703",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2000,Male,All Races,Adult,20,"20,915",95.6,53.7,137.5,
Crude/Age-Specific Rate,Asthma,Warren,123,2000,Male,All Races,Adult,ND,"16,018",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2000,Male,All Races,Adult,62,"74,370",83.4,62.6,104.1,
Crude/Age-Specific Rate,Asthma,Wayne,127,2000,Male,All Races,Adult,10,"18,003",55.5,21.1,90,
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2000,Male,All Races,Adult,139,"136,568",101.8,84.9,118.7,+
Crude/Age-Specific Rate,Asthma,Wyoming,131,2000,Male,All Races,Adult,11,"10,232",107.5,44,171,
Crude/Age-Specific Rate,Asthma,York,133,2000,Male,All Races,Adult,55,"139,261",39.5,29.1,49.9,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2019,Male,All Races,Child,"1,916","1,346,212",142.3,136,148.7,
Crude/Age-Specific Rate,Asthma,Adams,1,2019,Male,All Races,Child,ND,"10,428",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2019,Male,All Races,Child,134,"116,308",115.2,95.7,134.7,-
Crude/Age-Specific Rate,Asthma,Armstrong,5,2019,Male,All Races,Child,ND,"6,278",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2019,Male,All Races,Child,12,"15,977",75.1,32.6,117.6,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2019,Male,All Races,Child,ND,"4,720",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2019,Male,All Races,Child,131,"47,939",273.3,226.5,320.1,+
Crude/Age-Specific Rate,Asthma,Blair,13,2019,Male,All Races,Child,ND,"12,732",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bradford,15,2019,Male,All Races,Child,ND,"6,686",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2019,Male,All Races,Child,63,"64,830",97.2,73.2,121.2,-
Crude/Age-Specific Rate,Asthma,Butler,19,2019,Male,All Races,Child,ND,"18,984",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2019,Male,All Races,Child,11,"12,765",86.2,35.2,137.1,
Crude/Age-Specific Rate,Asthma,Cameron,23,2019,Male,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2019,Male,All Races,Child,ND,"6,218",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2019,Male,All Races,Child,ND,"12,319",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Chester,29,2019,Male,All Races,Child,32,"59,849",53.5,34.9,72,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2019,Male,All Races,Child,ND,"3,767",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2019,Male,All Races,Child,ND,"7,405",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clinton,35,2019,Male,All Races,Child,ND,"3,815",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2019,Male,All Races,Child,ND,"5,638",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2019,Male,All Races,Child,ND,"8,864",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2019,Male,All Races,Child,10,"26,135",38.3,14.5,62,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2019,Male,All Races,Child,26,"31,669",82.1,50.5,113.7,-
Crude/Age-Specific Rate,Asthma,Delaware,45,2019,Male,All Races,Child,101,"63,885",158.1,127.3,188.9,
Crude/Age-Specific Rate,Asthma,Elk,47,2019,Male,All Races,Child,ND,"2,938",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2019,Male,All Races,Child,11,"29,176",37.7,15.4,60,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2019,Male,All Races,Child,ND,"12,479",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Forest,53,2019,Male,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2019,Male,All Races,Child,32,"17,678",181,118.3,243.7,
Crude/Age-Specific Rate,Asthma,Fulton,57,2019,Male,All Races,Child,ND,"1,439",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2019,Male,All Races,Child,ND,"3,655",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2019,Male,All Races,Child,ND,"3,995",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2019,Male,All Races,Child,ND,"7,650",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2019,Male,All Races,Child,ND,"4,679",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2019,Male,All Races,Child,ND,"2,800",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2019,Male,All Races,Child,25,"22,243",112.4,68.3,156.5,
Crude/Age-Specific Rate,Asthma,Lancaster,71,2019,Male,All Races,Child,46,"65,597",70.1,49.9,90.4,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2019,Male,All Races,Child,ND,"8,526",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lebanon,75,2019,Male,All Races,Child,10,"16,420",60.9,23.2,98.6,-
Crude/Age-Specific Rate,Asthma,Lehigh,77,2019,Male,All Races,Child,59,"43,030",137.1,102.1,172.1,
Crude/Age-Specific Rate,Asthma,Luzerne,79,2019,Male,All Races,Child,12,"31,904",37.6,16.3,58.9,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2019,Male,All Races,Child,ND,"11,687",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,McKean,83,2019,Male,All Races,Child,ND,"4,230",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2019,Male,All Races,Child,ND,"10,832",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2019,Male,All Races,Child,ND,"5,136",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2019,Male,All Races,Child,33,"17,081",193.2,127.3,259.1,
Crude/Age-Specific Rate,Asthma,Montgomery,91,2019,Male,All Races,Child,132,"90,358",146.1,121.2,171,
Crude/Age-Specific Rate,Asthma,Montour,93,2019,Male,All Races,Child,ND,"1,955",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2019,Male,All Races,Child,27,"30,976",87.2,54.3,120,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2019,Male,All Races,Child,ND,"9,064",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2019,Male,All Races,Child,ND,"5,232",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2019,Male,All Races,Child,834,"173,913",479.6,447,512.1,+
Crude/Age-Specific Rate,Asthma,Pike,103,2019,Male,All Races,Child,ND,"5,010",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2019,Male,All Races,Child,ND,"1,713",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2019,Male,All Races,Child,ND,"14,376",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2019,Male,All Races,Child,ND,"4,346",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2019,Male,All Races,Child,ND,"6,593",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2019,Male,All Races,Child,ND,334,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2019,Male,All Races,Child,ND,"3,715",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2019,Male,All Races,Child,ND,"4,166",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2019,Male,All Races,Child,ND,"4,095",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2019,Male,All Races,Child,ND,"4,885",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2019,Male,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2019,Male,All Races,Child,15,"20,601",72.8,36,109.7,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2019,Male,All Races,Child,ND,"4,280",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2019,Male,All Races,Child,19,"32,263",58.9,32.4,85.4,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2019,Male,All Races,Child,ND,"2,689",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2019,Male,All Races,Child,28,"50,568",55.4,34.9,75.9,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2018,Male,All Races,Child,"2,581","1,353,552",190.7,183.3,198,
Crude/Age-Specific Rate,Asthma,Adams,1,2018,Male,All Races,Child,ND,"10,523",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2018,Male,All Races,Child,149,"117,187",127.1,106.7,147.6,-
Crude/Age-Specific Rate,Asthma,Armstrong,5,2018,Male,All Races,Child,ND,"6,404",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2018,Male,All Races,Child,10,"16,178",61.8,23.5,100.1,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2018,Male,All Races,Child,ND,"4,821",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2018,Male,All Races,Child,137,"47,973",285.6,237.8,333.4,+
Crude/Age-Specific Rate,Asthma,Blair,13,2018,Male,All Races,Child,12,"13,011",92.2,40,144.4,-
Crude/Age-Specific Rate,Asthma,Bradford,15,2018,Male,All Races,Child,ND,"6,793",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2018,Male,All Races,Child,78,"65,685",118.7,92.4,145.1,-
Crude/Age-Specific Rate,Asthma,Butler,19,2018,Male,All Races,Child,10,"19,234",52,19.8,84.2,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2018,Male,All Races,Child,ND,"12,946",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cameron,23,2018,Male,All Races,Child,ND,400,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2018,Male,All Races,Child,ND,"6,246",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2018,Male,All Races,Child,10,"12,507",80,30.4,129.5,-
Crude/Age-Specific Rate,Asthma,Chester,29,2018,Male,All Races,Child,43,"59,985",71.7,50.3,93.1,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2018,Male,All Races,Child,ND,"3,741",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2018,Male,All Races,Child,ND,"7,437",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clinton,35,2018,Male,All Races,Child,ND,"3,940",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2018,Male,All Races,Child,ND,"5,765",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2018,Male,All Races,Child,ND,"9,054",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2018,Male,All Races,Child,25,"26,039",96,58.4,133.6,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2018,Male,All Races,Child,38,"31,381",121.1,82.6,159.6,-
Crude/Age-Specific Rate,Asthma,Delaware,45,2018,Male,All Races,Child,154,"63,540",242.4,204.1,280.6,+
Crude/Age-Specific Rate,Asthma,Elk,47,2018,Male,All Races,Child,ND,"3,004",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2018,Male,All Races,Child,23,"29,819",77.1,45.6,108.7,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2018,Male,All Races,Child,15,"12,536",119.7,59.1,180.2,-
Crude/Age-Specific Rate,Asthma,Forest,53,2018,Male,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2018,Male,All Races,Child,17,"17,622",96.5,50.6,142.3,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2018,Male,All Races,Child,ND,"1,484",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2018,Male,All Races,Child,ND,"3,653",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2018,Male,All Races,Child,ND,"4,107",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2018,Male,All Races,Child,11,"7,794",141.1,57.7,224.5,
Crude/Age-Specific Rate,Asthma,Jefferson,65,2018,Male,All Races,Child,ND,"4,691",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2018,Male,All Races,Child,ND,"2,785",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2018,Male,All Races,Child,32,"22,378",143,93.5,192.5,
Crude/Age-Specific Rate,Asthma,Lancaster,71,2018,Male,All Races,Child,48,"65,532",73.2,52.5,94,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2018,Male,All Races,Child,ND,"8,591",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lebanon,75,2018,Male,All Races,Child,10,"16,391",61,23.2,98.8,-
Crude/Age-Specific Rate,Asthma,Lehigh,77,2018,Male,All Races,Child,78,"42,909",181.8,141.4,222.1,
Crude/Age-Specific Rate,Asthma,Luzerne,79,2018,Male,All Races,Child,19,"31,879",59.6,32.8,86.4,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2018,Male,All Races,Child,13,"11,750",110.6,50.5,170.8,-
Crude/Age-Specific Rate,Asthma,McKean,83,2018,Male,All Races,Child,ND,"4,291",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2018,Male,All Races,Child,ND,"11,034",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2018,Male,All Races,Child,ND,"5,204",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2018,Male,All Races,Child,20,"17,158",116.6,65.5,167.6,-
Crude/Age-Specific Rate,Asthma,Montgomery,91,2018,Male,All Races,Child,140,"90,146",155.3,129.6,181,-
Crude/Age-Specific Rate,Asthma,Montour,93,2018,Male,All Races,Child,ND,"1,939",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2018,Male,All Races,Child,18,"31,448",57.2,30.8,83.7,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2018,Male,All Races,Child,11,"9,011",122.1,49.9,194.2,
Crude/Age-Specific Rate,Asthma,Perry,99,2018,Male,All Races,Child,ND,"5,240",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2018,Male,All Races,Child,"1,276","174,968",729.3,689.3,769.3,+
Crude/Age-Specific Rate,Asthma,Pike,103,2018,Male,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2018,Male,All Races,Child,ND,"1,729",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2018,Male,All Races,Child,ND,"14,514",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2018,Male,All Races,Child,ND,"4,427",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2018,Male,All Races,Child,ND,"6,696",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2018,Male,All Races,Child,ND,361,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2018,Male,All Races,Child,ND,"3,788",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2018,Male,All Races,Child,ND,"4,193",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2018,Male,All Races,Child,ND,"4,192",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2018,Male,All Races,Child,ND,"5,010",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2018,Male,All Races,Child,ND,"3,857",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2018,Male,All Races,Child,16,"20,672",77.4,39.5,115.3,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2018,Male,All Races,Child,ND,"4,380",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2018,Male,All Races,Child,17,"32,478",52.3,27.5,77.2,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2018,Male,All Races,Child,ND,"2,706",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2018,Male,All Races,Child,22,"50,765",43.3,25.2,61.4,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2017,Male,All Races,Child,"2,353","1,361,217",172.9,165.9,179.8,
Crude/Age-Specific Rate,Asthma,Adams,1,2017,Male,All Races,Child,ND,"10,577",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2017,Male,All Races,Child,105,"118,729",88.4,71.5,105.4,-
Crude/Age-Specific Rate,Asthma,Armstrong,5,2017,Male,All Races,Child,ND,"6,471",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2017,Male,All Races,Child,ND,"16,495",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2017,Male,All Races,Child,ND,"4,874",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2017,Male,All Races,Child,101,"48,164",209.7,168.8,250.6,
Crude/Age-Specific Rate,Asthma,Blair,13,2017,Male,All Races,Child,ND,"13,275",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bradford,15,2017,Male,All Races,Child,ND,"6,786",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2017,Male,All Races,Child,64,"66,505",96.2,72.7,119.8,-
Crude/Age-Specific Rate,Asthma,Butler,19,2017,Male,All Races,Child,ND,"19,417",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2017,Male,All Races,Child,ND,"13,065",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cameron,23,2017,Male,All Races,Child,ND,421,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2017,Male,All Races,Child,ND,"6,231",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2017,Male,All Races,Child,ND,"12,599",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Chester,29,2017,Male,All Races,Child,36,"60,455",59.5,40.1,79,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2017,Male,All Races,Child,ND,"3,686",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2017,Male,All Races,Child,ND,"7,472",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clinton,35,2017,Male,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2017,Male,All Races,Child,ND,"5,886",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2017,Male,All Races,Child,ND,"9,347",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2017,Male,All Races,Child,25,"26,055",96,58.3,133.6,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2017,Male,All Races,Child,63,"31,235",201.7,151.9,251.5,
Crude/Age-Specific Rate,Asthma,Delaware,45,2017,Male,All Races,Child,142,"63,594",223.3,186.6,260,+
Crude/Age-Specific Rate,Asthma,Elk,47,2017,Male,All Races,Child,ND,"2,990",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2017,Male,All Races,Child,17,"30,376",56,29.4,82.6,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2017,Male,All Races,Child,12,"12,723",94.3,41,147.7,-
Crude/Age-Specific Rate,Asthma,Forest,53,2017,Male,All Races,Child,ND,419,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2017,Male,All Races,Child,14,"17,738",78.9,37.6,120.3,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2017,Male,All Races,Child,ND,"1,501",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2017,Male,All Races,Child,ND,"3,693",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2017,Male,All Races,Child,ND,"4,262",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2017,Male,All Races,Child,ND,"7,830",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2017,Male,All Races,Child,ND,"4,745",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2017,Male,All Races,Child,ND,"2,753",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2017,Male,All Races,Child,24,"22,078",108.7,65.2,152.2,-
Crude/Age-Specific Rate,Asthma,Lancaster,71,2017,Male,All Races,Child,39,"66,144",59,40.5,77.5,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2017,Male,All Races,Child,ND,"8,713",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lebanon,75,2017,Male,All Races,Child,20,"16,349",122.3,68.7,175.9,
Crude/Age-Specific Rate,Asthma,Lehigh,77,2017,Male,All Races,Child,40,"42,768",93.5,64.5,122.5,-
Crude/Age-Specific Rate,Asthma,Luzerne,79,2017,Male,All Races,Child,12,"31,773",37.8,16.4,59.1,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2017,Male,All Races,Child,15,"11,792",127.2,62.8,191.6,
Crude/Age-Specific Rate,Asthma,McKean,83,2017,Male,All Races,Child,ND,"4,354",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2017,Male,All Races,Child,ND,"11,323",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2017,Male,All Races,Child,ND,"5,293",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2017,Male,All Races,Child,17,"17,061",99.6,52.3,147,-
Crude/Age-Specific Rate,Asthma,Montgomery,91,2017,Male,All Races,Child,116,"90,271",128.5,105.1,151.9,-
Crude/Age-Specific Rate,Asthma,Montour,93,2017,Male,All Races,Child,ND,"1,883",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2017,Male,All Races,Child,18,"31,461",57.2,30.8,83.6,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2017,Male,All Races,Child,ND,"9,144",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2017,Male,All Races,Child,ND,"5,295",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2017,Male,All Races,Child,"1,280","175,291",730.2,690.2,770.2,+
Crude/Age-Specific Rate,Asthma,Pike,103,2017,Male,All Races,Child,ND,"5,330",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2017,Male,All Races,Child,ND,"1,778",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2017,Male,All Races,Child,ND,"14,391",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2017,Male,All Races,Child,ND,"4,531",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2017,Male,All Races,Child,ND,"6,808",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2017,Male,All Races,Child,ND,353,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2017,Male,All Races,Child,ND,"3,877",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2017,Male,All Races,Child,ND,"4,184",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2017,Male,All Races,Child,ND,"4,107",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2017,Male,All Races,Child,ND,"5,101",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2017,Male,All Races,Child,ND,"3,901",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2017,Male,All Races,Child,13,"20,737",62.7,28.6,96.8,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2017,Male,All Races,Child,ND,"4,384",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2017,Male,All Races,Child,16,"32,909",48.6,24.8,72.4,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2017,Male,All Races,Child,ND,"2,755",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2017,Male,All Races,Child,25,"50,691",49.3,30,68.7,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2016,Male,All Races,Child,"2,624","1,367,820",191.8,184.5,199.2,
Crude/Age-Specific Rate,Asthma,Adams,1,2016,Male,All Races,Child,ND,"10,604",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2016,Male,All Races,Child,93,"119,160",78,62.2,93.9,-
Crude/Age-Specific Rate,Asthma,Armstrong,5,2016,Male,All Races,Child,ND,"6,592",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2016,Male,All Races,Child,ND,"16,752",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2016,Male,All Races,Child,ND,"4,953",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2016,Male,All Races,Child,103,"48,098",214.1,172.8,255.5,
Crude/Age-Specific Rate,Asthma,Blair,13,2016,Male,All Races,Child,ND,"13,317",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bradford,15,2016,Male,All Races,Child,ND,"6,774",ND,ND,ND,-
